4;1;1;1;59.24628496170044;142;success
3;1;1;1;59.620563983917236;281;success
5;1;1;1;60.956568002700806;232;success
4;1;1;2;62.2242910861969;142;success
7;1;1;1;63.54414200782776;207;success
8;1;1;1;64.84500503540039;244;success
6;1;1;1;66.15232706069946;193;success
9;1;1;1;67.46611094474792;227;success
2;1;1;1;68.70929193496704;213;success
5;1;1;2;70.29925799369812;501;success
7;1;1;2;71.65313577651978;253;success
9;1;1;2;72.95415997505188;219;success
3;1;1;2;74.2379379272461;195;success
1;1;1;1;75.57407402992249;254;success
4;1;1;3;76.8403000831604;200;success
5;1;1;3;78.19104504585266;267;success
2;1;1;2;79.45068597793579;170;success
6;1;1;2;80.78926205635071;208;success
5;1;1;4;82.03036284446716;178;success
7;1;1;3;83.3951768875122;275;success
2;1;1;3;84.56674194335938;146;success
6;1;1;3;86.0112578868866;312;success
1;1;1;2;87.31660294532776;225;success
1;1;1;3;88.55788397789001;169;success
5;1;1;5;89.77808284759521;157;success
9;1;1;3;91.07108497619629;232;success
4;1;1;4;92.33415699005127;173;success
9;1;1;4;93.56149911880493;162;success
1;1;1;4;94.7976381778717;158;success
4;1;1;5;96.07307410240173;214;success
2;1;1;4;97.30727100372314;246;success
8;1;1;2;98.58801507949829;188;success
2;1;1;5;99.79800486564636;203;success
7;1;1;4;101.13612079620361;236;success
6;1;1;4;102.3763689994812;189;success
1;1;1;5;103.5397400856018;100;success
5;1;1;6;104.76222681999207;170;success
6;1;1;5;105.99190187454224;132;success
6;1;1;6;107.23246097564697;173;success
6;1;1;7;108.47456884384155;175;success
3;1;1;3;109.84736490249634;248;success
6;1;1;8;111.08935594558716;169;success
9;1;1;5;112.42751693725586;248;success
2;1;1;6;113.6639518737793;207;success
6;1;1;9;114.95451307296753;179;success
6;1;1;10;116.31937098503113;300;success
7;1;1;5;117.62771391868591;248;success
4;1;1;6;118.81639409065247;145;success
6;1;1;11;120.18542003631592;294;success
6;1;1;12;121.42550206184387;186;success
9;1;1;6;122.66801595687866;188;success
2;1;1;7;123.90507793426514;184;success
6;1;1;13;125.29140901565552;272;success
4;1;1;7;126.430330991745;91;success
3;1;1;4;127.7110948562622;172;success
2;1;1;8;128.89467597007751;154;success
8;1;1;3;130.20445203781128;220;success
3;1;1;5;131.45195198059082;153;success
3;1;1;6;132.69269394874573;153;success
7;1;1;6;133.9930989742279;213;success
3;1;1;7;135.1821460723877;139;success
6;1;1;14;136.53066396713257;271;success
2;1;1;9;137.760892868042;200;success
4;1;1;8;139.17060494422913;312;success
5;1;1;7;140.37834692001343;174;success
6;1;1;15;141.64664888381958;223;success
7;1;1;7;142.85978889465332;119;success
7;1;1;8;144.09962391853333;148;success
7;1;1;9;145.33963179588318;175;success
8;1;1;4;146.57384610176086;153;success
6;1;1;16;147.8877990245819;208;success
2;1;1;10;149.12712693214417;186;success
1;1;1;6;150.40555500984192;159;success
2;1;1;11;151.74251699447632;282;success
8;1;1;5;153.0600709915161;200;success
5;1;1;8;154.2473599910736;154;success
9;1;1;7;155.53708004951477;186;success
4;1;1;9;156.79001808166504;198;success
1;1;1;7;158.02385115623474;165;success
9;1;1;8;159.27878212928772;179;success
2;1;1;12;160.49067187309265;190;success
3;1;1;8;161.8031189441681;192;success
1;1;1;8;163.14132499694824;262;success
3;1;1;9;164.29540991783142;112;success
7;1;1;10;165.58519577980042;204;success
8;1;1;6;166.8059959411621;126;success
8;1;1;7;168.0473780632019;167;success
3;1;1;10;169.2848289012909;146;success
4;1;1;10;170.65733098983765;278;success
3;1;1;11;171.9000120162964;177;success
9;1;1;9;173.1452009677887;194;success
3;1;1;12;174.3898708820343;195;success
6;1;1;17;175.63298392295837;174;success
2;1;1;13;176.9780628681183;293;success
4;1;1;11;178.27281403541565;214;success
9;1;1;10;179.51139307022095;172;success
1;1;1;9;180.88206911087036;303;success
4;1;1;12;182.13882207870483;179;success
1;1;1;10;183.37186813354492;189;success
4;1;1;13;184.8781931400299;455;success
