1;1;7;1;1;1;420;success
1;1;3;1;1;2;222;success
1;1;2;1;1;3;225;success
1;1;9;1;1;4;239;success
1;1;6;1;1;5;195;success
1;1;1;1;1;6;216;success
1;1;1;1;1;7;232;success
1;1;7;1;1;8;251;success
1;1;1;1;1;9;220;success
1;1;4;1;1;10;299;success
1;1;3;1;1;11;215;success
1;1;4;1;1;12;212;success
1;1;7;1;1;13;195;success
1;1;7;1;1;14;275;success
1;1;1;1;1;15;174;success
1;1;2;1;1;16;255;success
1;1;7;1;1;17;275;success
1;1;9;1;1;18;215;success
1;1;8;1;1;19;292;success
1;1;6;1;1;20;279;success
1;1;7;1;1;21;159;success
1;1;7;1;1;22;359;success
1;1;6;1;1;23;183;success
1;1;6;1;1;24;239;success
1;1;1;1;1;25;135;success
1;1;5;1;1;26;356;success
1;1;3;1;1;27;195;success
1;1;8;1;1;28;239;success
1;1;6;1;1;29;378;success
1;1;2;1;1;30;297;success
1;1;6;1;1;31;299;success
1;1;6;1;1;32;358;success
1;1;8;1;1;33;358;success
1;1;4;1;1;34;380;success
1;1;6;1;1;35;338;success
1;1;6;1;1;36;352;success
1;1;5;1;1;37;315;success
1;1;6;1;1;38;533;success
1;1;5;1;1;39;314;success
1;1;2;1;1;40;274;success
1;1;2;1;1;41;875;success
1;1;2;1;1;42;216;success
1;1;2;1;1;43;238;success
1;1;7;1;1;44;275;success
1;1;7;1;1;45;235;success
1;1;1;1;1;46;139;success
1;1;9;1;1;47;299;success
1;1;2;1;1;48;224;success
1;1;5;1;1;49;498;success
1;1;5;1;1;50;295;success
1;1;3;1;1;51;259;success
1;1;3;1;1;52;179;success
1;1;5;1;1;53;435;success
1;1;8;1;1;54;600;success
1;1;1;1;1;55;199;success
1;1;5;1;1;56;535;success
1;1;1;1;1;57;435;success
1;1;3;1;1;58;143;success
1;1;8;1;1;59;239;success
1;1;4;1;1;60;139;success
1;1;3;1;1;61;199;success
1;1;4;1;1;62;218;success
1;1;1;1;1;63;354;success
1;1;9;1;1;64;340;success
1;1;9;1;1;65;223;success
1;1;2;1;1;66;199;success
1;1;5;1;1;67;215;success
1;1;1;1;1;68;314;success
1;1;3;1;1;69;275;success
1;1;8;1;1;70;259;success
1;1;2;1;1;71;219;success
1;1;8;1;1;72;219;success
1;1;6;1;1;73;254;success
1;1;4;1;1;74;275;success
1;1;2;1;1;75;252;success
1;1;5;1;1;76;196;success
1;1;1;1;1;77;315;success
1;1;6;1;1;78;264;success
1;1;2;1;1;79;279;success
1;1;3;1;1;80;320;success
1;1;1;1;1;81;323;success
1;1;8;1;1;82;264;success
1;1;1;1;1;83;196;success
1;1;3;1;1;84;256;success
1;1;5;1;1;85;275;success
1;1;2;1;1;86;263;success
1;1;9;1;1;87;239;success
1;1;9;1;1;88;279;success
1;1;3;1;1;89;236;success
1;1;9;1;1;90;217;success
1;1;3;1;1;91;259;success
1;1;6;1;1;92;275;success
1;1;2;1;1;93;260;success
1;1;9;1;1;94;284;success
1;1;4;1;1;95;315;success
1;1;6;1;1;96;195;success
1;1;1;1;1;97;214;success
1;1;3;1;1;98;255;success
1;1;7;1;1;99;275;success
1;1;7;1;1;100;232;success
